defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,year,month,weekday
989,11,Cosmetic,2024-01-01,Component,Critical,Visual Inspection,398.32,2024,1,1
990,45,Cosmetic,2024-06-11,Component,Critical,Manual Testing,576.07,2024,6,11
991,10,Cosmetic,2024-06-08,Internal,Minor,Visual Inspection,51.79,2024,6,8
992,7,Cosmetic,2024-01-25,Internal,Critical,Visual Inspection,426.31,2024,1,25
993,83,Functional,2024-03-14,Internal,Critical,Manual Testing,808.65,2024,3,14
994,77,Cosmetic,2024-02-11,Component,Minor,Visual Inspection,970.37,2024,2,11
995,41,Cosmetic,2024-01-28,Internal,Moderate,Automated Testing,67.54,2024,1,28
996,25,Structural,2024-03-01,Component,Minor,Automated Testing,813.14,2024,3,1
997,23,Functional,2024-03-21,Component,Moderate,Automated Testing,944.07,2024,3,21
998,17,Structural,2024-01-16,Component,Minor,Automated Testing,401.12,2024,1,16
999,96,Cosmetic,2024-06-21,Internal,Moderate,Manual Testing,775.63,2024,6,21
1000,1,Cosmetic,2024-03-23,Component,Minor,Visual Inspection,963.4,2024,3,23
